chunks,pages
"sionate Care Alliance No Secondary
Insurance. No Tertiary Insurance. Address: Claims Department 555 Serenity Lane,
Suite 100 HARMONY CREEK CA 90210 Phone Number: 800-777-8888 Other Phone:
Policy Number: 0123456789 Group Number: Insurance Plan: Program/Plan Name:
Community Support Program Additional Info: Copay: Percent: Insured Name:
Insured BirthDay: Relat. to Insured: Self
Referral Source Information Employer Information Name: VANCE, ELIAS No
Employer. Address: 456 ELM STREET SUITE 300 METROVILLE, CA 90210 Office
Phone: (310) 555-1234 Office Fax: (310) 555-9012 UPIN: NPI: 9876543210
Back to top 2 of 34: 8F: Office Treatment Records - OFFCREC Src: STERLING
HEALTH CLINIC 07/21/2021 - 07/06/2023
08/11/2023 12:24 16145550102 PAGE 04/35
ATIENT FACILITY ENCOUNTER Arthur Miller Sterling Health ",446.0
" 16145550102 PAGE 04/35
ATIENT FACILITY ENCOUNTER Arthur Miller Sterling Health Clinic - Central Office
Visit OB 05/21/1965 T (614) 555-0101 NOTE TYPE SOAP Note GE 51 yrs F (614)
555-0199 SEEN BY Dr. Sarah Miller PhD EX Male 456 Oak Avenue DATE 07/07/2023
RN am98765 Columbus, OH 43215 AGE AT DOS 51 yrs Electronically signed by Dr.
Sarah Miller PhD at 07/11/2023 03:04 pm
hief complaint
",446.0
"atient states he needs to have his neck checked, has
a knot on/under his nipple
Vitals for this encounter
Height 07/07/23
11:38 AM
Weight 66 in
Temperature 159.6 lb
BMI 97.80 °F
Blood pressure 25.76
160/80 mmHg
Subjective
THE PATIENT IS A 51 yrs MALE THAT PRESENTED TO CLINIC TODAY AND STATES
RT BREAST HAS LUMP IN NIPPLE MILD TENDERNESS X 1 MONTH. LEFT NECK
PAIN X 10 YRS INTERMITTENTLY DUE TO VEHICLE INCIDENT 2015.
OTHER WISE FEELING WELL. REPORTS NOT ON ANY MEDS
REVIEW OF SYSTEMS-- (ROS)
GENERAL HEALTH, EYES, EAR NOSE THROAT, CARDIOVASCULAR, RESPIRATORY,
GASTROINTESTIONAL, GENITOURINARY, MUSCULOSKELETAL, SKIN,
NEUROLOGICAL, PSYCHIATRIC, ENDOCRINE, HEMATOLOGIC, ALLERGIC/IMMUNE
SYSTEM
A BASIC REVIEW OF THE ABOVE SYSTEMS WERE NEGATIVE OTHER THAN
SYMPTOMS THAT WERE INCLUDED IN THE ABOVE HISTOR",447.0
"SYSTEMS WERE NEGATIVE OTHER THAN
SYMPTOMS THAT WERE INCLUDED IN THE ABOVE HISTORY OF
",447.0
"PRESENT ILLNESS.
Objective
General: Alert and oriented x 3, no acute distress.
Head: Normocephalic, no lesions.
Eyes: PERRLA, EOM's full, conjunctivae clear, fundi grossly normal.
Ears: EAC's clear, TM's normal.
Nose: Mucosa normal, no obstruction, no sinus tenderness.
Throat: Clear, no exudates, no lesions.
Neck: L POST NECK MILD TENDERNESS ON PALPATION OF C SPINE AREA
APPROX AT C 7 AREA Supple, no masses, no thyromegaly, no bruits.
Chest: Lungs clear, no rales, no rhonchi, no wheezes.
Back to top 3 of 34: 8F: Office Treatment Records - OFFCREC Src: Sterling Health
Clinic 07/21/2021 - 07/06/2023 PAGE 05/35 08/11/2023 12:24 16145550102
Breast: RT BREAST SMALL MOBILE LUMP WITHIN NIPPLE MILD TENDERNESS
Heart: S1 S2, RRR, no murmurs, no rubs, no gallops. Abdomen: Soft, no
tenderness, no masse",448.0
"S2, RRR, no murmurs, no rubs, no gallops. Abdomen: Soft, no
tenderness, no masses, BS normal. GU: DEFERRED Back: Normal curvature, no
tenderness. Extremities: FROM, no deformities, no edema, no erythema. Neuro:
Physiological, no localizing findings. Skin: Normal, no rashes, no lesions noted.
Assessment
Diagnoses attached to this encounter: HTN [ICD-10: I10], [ICD-9: 401.9], [SNOMED:
38341003] Lump in the rt breast [ICD-10: N63.10], [ICD-9: 611.72], [SNOMED:
12240221000119106] C spine pain [ICD-10: M54.2], [ICD-9: 723.1], [SNOMED:
279029001] Thyroid abnormality [ICD-10: E07.9], [ICD-9: 246.9], [SNOMED:
14304000] Anxiety [ICD-10: F41.9], [ICD-9: 300.00], [SNOMED: 48694002]
",448.0
"Plan
MONITOR CHRONIC HEALTH CONDITIONS-- SEE ATTACHED PATIENT ANXIOUS/
WORRIED IF BP HIGH AT FU WILL START ON BP MEDS POC/LABS/OTHER: SEE
ATTACHED MEDS: PATIENT ASKING TO HOLD MEDS NOW UNTIL FOLLOW UP /
TAKE OTC PAIN MEDS REFERRALS: MAMMOGRAM RETURN IN: RETURN IN 1-2
WK PATIENT ED: TAKE MEDS AS PRESCRIBED/BE COMPLIANT WITH
TREATMENTS/HEALTHY LOW-FAT DIET/LOW NA+/EXERCISE/
NOTE: TREATMENT/PLAN DONE IN
COLLABORATION WITH DR. ELIAS VANCE
PROTOCOL.
4 of 34: 8F: Office Treatment Records - OFFCREC Src: STERLING HEALTH CLINIC
07/21/2021 - 07/06/2023 08/11/2023 12:24 1-614-555-0102 PAGE 06/35 58412
05/21/1965 03/07/2023 ARTHUR MILLER 51 yo Male 2:45 PM 789 Oak Ave, Chicago,
IL 60601-1001 FollowUp (773) 555-9876 Dr. Elias Vance $0.00 Compassionate Care
Alliance 0123456789 PT. BALANCE: $0.00
==OFFIC",449.0
"as Vance $0.00 Compassionate Care
Alliance 0123456789 PT. BALANCE: $0.00
==OFFICE VISITS== ==IMMUNIZATIONS== ==DIAGNOSIS==
NP Limited 99201 - Flu split 3yrs&above 90656 - Rhinitis J310
NP Expanded 99202 - Flu Admin (care) G0008 - Abd pain RLQ / LLQ R103X
NP Detailed 99203 - Pneumovax 90732 - Anemia D649
NP Moderate 99204 - Pneumo Admin (care) G0009 - Obesity E6601
NP Complex 99205 - TD 90714 - Low back pain M545 ==EST VISITS== - Hep A
adult 90632 - Dermatitis/Eczema L309
Est Limited 99211 - Hep B 1st shot 90746 - Headache G43011
Est Expanded 99212 - Hep B 2nd shot 90743 - HTN I10
Est Detailed 99213 - Hep B 3rd shot 90744 - Pneumonia J180
Est Moderate 99214 - Varicella 250mg 90716 - Bronchitis, chronic / acute J42
Est Complex 99215 - PPD 86580 - CHF I509 ==PREVENT MEDICINE== - Admin
immun-s",449.0
"42
Est Complex 99215 - PPD 86580 - CHF I509 ==PREVENT MEDICINE== - Admin
immun-single 90471 - COPD J449
NP age 18-39 99385 - Admin imm-mult 90472 - Chest pain R072
NP age 40-64 99386 ==PROCEDURES== - Cough R05
NP age 65+ 99387 - Smoking Cessation 99407 - Impotence N529
Est age 18-39 99395 - Remove impact cerumen 69210 - CVA I6789
Est age 40-64 99396 - Nebulizer 94640 - Diabetes II controlled / brittle E119
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
",449.0
"Est age 65+ 99397 - PFT 94010 - IDDM controlled / brittle E108
==LABORATORY== - PFT pre/post 94060 - Rectal Bleeding K625
Glucose 82962 RESUL` - EKG 93000 - Otitis Media H6690
HgA1C - INJ major loc 20610 - OA-osteoarthritis loc M190XX
Urine preg 81025 - INJ small loc 20600 - Sinusitis acute / chronic J0190
Hemoccult 82270 ==HEDIS== - URI acute J060
UA non automated 81002 - NOT ON BP MEDS - UTI N390
Diabetic Eye Exam - Aspirin / Anticoag RX 4086F - Vaginitis candid / Bact /
STD N760
Rapid Flu A/B 87804 - ACE / ARB RX G8473 - Hypercholesterol E780
Rapid Strep 87880 - Beta Blocker RX G8450 - Hyperlipidemia E784
==INJECTION== - Chlam /Gono Screen 3511F - Annual exam 20000
Rocephin 250 mg J0696 - No antibiotic Rx in Acute Bronchitis 4124F -
Nutritional Counsel Z713
Depo-provera 150 mg J1055 - D",450.0
" Acute Bronchitis 4124F -
Nutritional Counsel Z713
Depo-provera 150 mg J1055 - Diabetic Eye 2026F - Activity Counsel Z7189
Kenalog 10mg J3301 - NEG Eye Exam in Prior Yr 3072F - Medication Review
1160F
B12 J3420 - HTN Panel Basic Panel - Medication List in Chart 1159F
Lidocaine 10 mg J2001 - Functional Assessment 1170F - Medicare Wellness
Exam, EST G0439
Solumedrol 125 mg J2930 - Medicare Wellness Exam NP G0438
Insulin to 50 units J1815
Toradol 15 mg J1885
Therapeutic Admin 96372
T-966 W-150.6 Thyroid Disease 24.31 BMI 128/70 BP lotes/Diagnosis: mt Paid
Balance DR SIGNATURE Return Visit: Co-Pay WK MON 5 of 34: 8F: Office
Treatment Records - OFFCREC Src: STERLING HEALTH CLINIC 07/21/2021 -
07/06/2023 08/11/2023 12:24 16145550102 PAGE 07/35 PI were for hollow up
motil COTE EFIS
@ Thyroid diso",450.0
"2:24 16145550102 PAGE 07/35 PI were for hollow up
motil COTE EFIS
@ Thyroid disorder than tho The Art в VHD Reples need fest Be coffee U
① (ICCHE) med 55% / ③ Thyroid Disease ③ BTSHA ?, ? Cause P/O Hyperthyroid X
Checked - (T3 Tyfree + RMA TSH) ③ VHD Replace - sold out ⑤ HELP Surgery Feb 8
6 of 34: 8F: Office Treatment Records - OFFCREC Src: STERLING HEALTH CLINIC
07/21/2021 - 07/06/2023 08/11/2023 12:24 16145550102 PAGE 08/35
PATIENT FACILITY ENCOUNTER Arthur Miller Sterling Health Clinic Office Visit
OB 05/21/1965 T (614) 555-0101 NOTE TYPE SOAP Note GE 58 yrs F (614) 555-0199
SEEN BY SARAH MILLER EX Male 456 Oak Avenue DATE 01/12/2023 RN ar987654
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
• 
",450.0
"Columbus, OH 43215 AGE AT DOS 58 yrs Electronically signed by Dr. Sarah Miller
PhD at 01/16/2023 02:46 pm
Chief complaint
Patient states he needs authorization or clearance for RT hip surgery
Vitals for this encounter
01/12/23 11:04 AM Height 66 in Weight 159.80 lb Temperature 97.60 °F BMI 25.79
Blood pressure 118/64 mmHg
Subjective
THE PATIENT IS A 58 yrs MALE THAT PRESENTED TO CLINIC TODAY AND STATES
RIGHT HIP PAIN 10/10 OA SCHEDULED FOR HIP SX WITH DR ALISTAIR FINCH AT
CENTRAL PLAINS MEDICAL CENTER DATE JAN 30, 2023. NEED SX CLEARANCE.
REVIEW OF SYSTEMS-- (ROS)
GENERAL HEALTH, EYES, EAR NOSE THROAT, CARDIOVASCULAR, RESPIRATORY,
GASTROINTESTINAL, GENITOURINARY, MUSCULOSKELETAL, SKIN,
NEUROLOGICAL, PSYCHIATRIC, ENDOCRINE, HEMATOLOGIC, ALLERGIC/IMMUNE
SYSTEM
A BASIC REVIEW OF THE ABOVE SYS",451.0
", ENDOCRINE, HEMATOLOGIC, ALLERGIC/IMMUNE
SYSTEM
A BASIC REVIEW OF THE ABOVE SYSTEMS WERE NEGATIVE OTHER THAN
SYMPTOMS THAT WERE INCLUDED IN THE ABOVE HISTORY OF PRESENT
ILLNESS.
Objective
General: Alert and oriented x 3, no acute distress. Head: Normocephalic, no
lesions. Eyes: PERRLA, EOM's full, conjunctivae clear, fundi grossly normal. Ears:
EAC's clear, TM's normal. Nose: Mucosa normal, no obstruction, no sinus
tenderness. Throat: Clear, no exudates, no lesions. Neck: Supple, no masses, no
thyromegaly, no bruits. Chest: Lungs clear, no rales, no rhonchi, no wheezes.
Breast: DEFERRED
Back to top 08/11/2023 12:24 6145550102 PAGE 09/35
",451.0
"Heart: S1 S2, RRR, no murmurs, no rubs, no gallops. Abdomen: Soft, no
tenderness, no masses, BS normal. GU: DEFERRED Back: Normal curvature, no
tenderness. Extremities: RT HIP PAIN--FROM, no deformities, no edema, no
erythema. Neuro: Physiological, no localizing findings. Skin: Normal, no rashes, no
lesions noted.
Assessment
Diagnoses attached to this encounter:
Primary OA of right hip [ICD-10: M16.11], [ICD-9:
715.15], [SNOMED: 239862000]
Plan
MONITOR CHRONIC HEALTH CONDITIONS--SEE ATTACHED--CONT CURRENT TX
POC TEST AND/OR TREATMENT: LAB TEST: LABS RESULTS: HEALTH ED:
HEALTHY LOW-FAT DIET/LOW NA+/EXERCISE/LOSE WEIGHT MEDS/TAKE AS
PRESCRIBED: MED REFILLS OTHER: REFERRALS: DR CARTER FOR SX CLEARANCE
RETURN IN: 2 WKS
NOTE: TREATMENT/PLAN DONE IN
COLLABORATION WITH DR. ELIAS VANCE
PROTOCOL.
B",452.0
